2025-10-03 21:33:18|LOGIN|0.00|User logged in
2025-10-03 21:33:23|BALANCE_CHECK|0.00|Balance inquiry
2025-10-03 21:33:30|BALANCE_CHECK|0.00|Balance inquiry
2025-10-03 21:33:46|DEPOSIT|500.00|Cash deposit
2025-10-03 21:33:49|BALANCE_CHECK|0.00|Balance inquiry
2025-10-03 21:39:45|LOGIN|0.00|User logged in
2025-10-03 21:39:49|BALANCE_CHECK|0.00|Balance inquiry
2025-10-03 21:40:09|DEPOSIT|500.00|Cash deposit
2025-10-03 21:40:20|WITHDRAWAL|100.00|Cash withdrawal
